1) 2knor = 3en + 2esk (Turkin et al., 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-2.05 -2.05 0.66 6.0 6.0 590 610
-10.87 -10.87 0.21 6.0 6.0 540 560
-10.87 -10.87 0.21 6.0 6.0 530 550

123) 5ta + 6cc + 4q = 3tr + 6CO2 + 2H2O (Slaughter et al., 1975;)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-5.55 -5.55 0.50 2.0 2.0 425 465

124) 3dol + 4q + H2O = ta + 3cc + 3CO2 (Eggert & Kerrick, 1981; Metz & Puhan, 1971; Gordon & Greenwood)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-1.54 -1.54 0.50 3.0 3.0 485 505
-1.57 -1.57 0.50 5.0 5.0 550 570
-4.06 -4.06 0.25 6.0 6.0 540 560
-1.89 -1.89 0.45 2.0 2.0 450 450
-0.96 -0.96 0.57 2.0 2.0 472 472
0.73 0.73 0.79 2.0 2.0 470 470
0.45 0.45 0.76 2.0 2.0 497 497
2.29 2.29 0.93 2.0 2.0 519 519

125) tr + 3cc + 2q = 5di + 3CO2 + H2O (Slaughter et al., 1975)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-2.77 -2.77 0.50 1.0 1.0 489 499
-2.62 -2.62 0.90 1.0 1.0 476 496

126) tr + 11dol = 8fo + 13cc + 9CO2 + H2O (Metz, 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-7.60 -7.60 0.50 1.0 1.0 525 545
-7.74 -7.74 0.50 3.0 3.0 610 630
-8.02 -8.02 0.50 5.0 5.0 670 670
-8.16 -8.16 0.50 5.0 5.0 690 690

127) 3tr + 5cc = 11di + 2fo + 5CO2 + 3H2O (Chernosky & Berman, 1986)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-5.79 -5.79 0.45 1.0 1.0 528 548

128) ky = and (Holdaway, 1971; Newton, 1966a; Richardson et al., 1969; Bohlen et al 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.4 2.4 377 409
0.0 0.0 0.0 3.6 3.6 447 499
0.0 0.0 0.0 4.8 4.8 557 590
0.0 0.0 0.0 7.0 5.6 700 700
0.0 0.0 0.0 7.5 5.6 750 750
0.0 0.0 0.0 7.9 6.5 800 800
0.0 0.0 0.0 8.5 6.9 800 800
0.0 0.0 0.0 6.8 6.0 700 700
0.0 0.0 0.0 7.9 7.2 825 825
0.0 0.0 0.0 8.2 8.2 800 800

129) ky = sill (Newton, 1966b; Richardson et al., 1969; Holdaway, 1971; Bohlen et al., 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 7.0 5.5 600 600
0.0 0.0 0.0 8.8 7.0 700 700
0.0 0.0 0.0 10.3 9.0 800 800
0.0 0.0 0.0 12.2 11.3 900 900
0.0 0.0 0.0 15.1 13.9 1000 1000
0.0 0.0 0.0 9.5 7.5 750 750
0.0 0.0 0.0 9.0 7.2 750 750
0.0 0.0 0.0 8.2 8.2 685 685
0.0 0.0 0.0 7.0 7.0 710 710
0.0 0.0 0.0 9.2 9.2 740 740
0.0 0.0 0.0 8.8 8.8 785 785
0.0 0.0 0.0 10.2 10.2 790 790
0.0 0.0 0.0 9.8 9.8 835 835
0.0 0.0 0.0 28.0 26.5 1500 1500
0.0 0.0 0.0 23.5 23.5 1300 1300

130) ky = cor + q (Harlov & Newton, 1993; Harlov & Milke, 2002)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.4 2.6 600 600
0.0 0.0 0.0 5.5 5.0 700 700
0.0 0.0 0.0 8.0 7.5 800 800
0.0 0.0 0.0 11.0 9.0 900 900
0.0 0.0 0.0 12.5 11.5 1000 1000

131) cor + q = sill (Harlov et al, 2008)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 18.5 17.0 700 700
0.0 0.0 0.0 19.5 18.0 800 800

132) cor + q = and (Harlov & Newton, 1993)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 8.0 7.5 700 700

133) cor + stv = ky (Schmidt et al 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 138.0 128.0 1000 1000
0.0 0.0 0.0 143.0 138.0 1300 1300
0.0 0.0 0.0 147.0 147.0 1550 1610
0.0 0.0 0.0 176.0 157.0 2000 2000

134) 2dsp = cor + H2O (Haas, 1972; Fockenberg et al., 1996)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.8 1.8 385 410
0.0 0.0 0.0 2.4 2.4 392 415
0.0 0.0 0.0 3.5 3.5 410 430
0.0 0.0 0.0 4.8 4.8 415 440
0.0 0.0 0.0 7.0 7.0 450 470
0.0 0.0 0.0 13.8 13.8 484 520
0.0 0.0 0.0 23.0 23.0 581 600
0.0 0.0 0.0 27.5 27.5 627 650
0.0 0.0 0.0 36.8 36.8 675 735
0.0 0.0 0.0 46.0 46.0 695 720

135) 2dsp = cor + H2O (Vidal et al., 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.05 -0.05 0.0 25.0 25.0 595 615
-0.05 -0.05 0.0 28.0 28.0 615 650

136) prl + 6dsp = 4and + 4H2O (Haas & Holdaway, 1973; Hemley et al., 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 325 349
0.0 0.0 0.0 2.4 2.4 340 400
0.0 0.0 0.0 3.5 3.5 365 395
0.0 0.0 0.0 4.8 4.8 395 415
0.0 0.0 0.0 7.0 7.0 435 455

137) 2dsp + 4q = prl (Theye et al., 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 23.0 23.0 490 550
0.0 0.0 0.0 25.0 25.0 490 550

138) 2dsp + 4coe = prl (Theye et al., 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 28.3 26.0 550 550

139) prl = cor + 4q + H2O (Chatterjee et al., 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.0 3.0 400 460
0.0 0.0 0.0 5.0 5.0 440 500
0.0 0.0 0.0 7.0 7.0 460 520
0.0 0.0 0.0 10.0 10.0 500 540

140) prl = and + 3q + H2O (Haas & Holdaway, 1973)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.5 3.5 390 415
0.0 0.0 0.0 4.8 4.8 410 430
0.0 0.0 0.0 7.0 7.0 450 470

141) kao + 2q = prl + H2O (McPhail unpub; Hemley et al., 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 261 285
0.0 0.0 0.0 5.0 5.0 306 333

142) 2kao = 2dsp + prl + 2H2O (Hemley et al., 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 288 312

143) tpz = ky + H2O (Wunder et al. 1993)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 55.0 50.0 700  700
0.0 0.0 0.0 90.0 85.0 1000 1000

144) gr + 2ky + q = 3an (Koziol & Newton, 1987; Goldsmith, 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 25.3 24.9 1150 1150
0.0 0.0 0.0 23.2 22.8 1050 1050
0.0 0.0 0.0 24.3 23.2 1100 1100
0.0 0.0 0.0 22.3 21.3 1000 1000
0.0 0.0 0.0 20.3 18.8 900  900
0.0 0.0 0.0 21.1 20.3 950  950
0.0 0.0 0.0 24.0 22.0 1100 1100
0.0 0.0 0.0 26.0 24.0 1150 1150
0.0 0.0 0.0 26.7 25.8 1200 1200
0.0 0.0 0.0 28.2 27.1 1250 1250
0.0 0.0 0.0 27.0 25.0 1200 1200
0.0 0.0 0.0 28.0 26.0 1250 1250
0.0 0.0 0.0 29.0 27.0 1300 1300

145) gr + q = an + 2wo (Huckenholz et al., 1975; Newton, 1966; Hays, 1967; Windom & Boettcher, 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 565 585
0.0 0.0 0.0 3.0 3.0 615 635
0.0 0.0 0.0 4.0 4.0 665 685
0.0 0.0 0.0 4.7 4.7 695 725
0.0 0.0 0.0 6.3 5.4 750 750
0.0 0.0 0.0 14.5 13.5 1100 1100
0.0 0.0 0.0 16.1 11.6 1100 1100
0.0 0.0 0.0 17.0 15.3 1200 1200

146) gr + cor = geh + an (Boettcher, 1970; Huckenholz et al., 1975)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 760 780
0.0 0.0 0.0 5.0 5.0 930 950
0.0 0.0 0.0 6.0 6.0 975 995

147) 2gr = 3wo + geh + an (Huckenholz et al., 1975; Hays, 1967)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 880 900
0.0 0.0 0.0 2.0 2.0 920 940
0.0 0.0 0.0 3.0 3.0 960 985
0.0 0.0 0.0 7.5 7.5 1120 1150
0.0 0.0 0.0 10.2 10.2 1240 1240
0.0 0.0 0.0 8.8 8.8 1210 1210
0.0 0.0 0.0 10.0 7.5 1200 1200
0.0 0.0 0.0 11.0 9.0 1250 1250

148) gr + 2cor = 3cats (Gasparik, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 12.8 11.3 1170 1170
0.0 0.0 0.0 15.5 14.4 1230 1230
0.0 0.0 0.0 17.0 15.9 1270 1270
0.0 0.0 0.0 18.1 16.9 1300 1300
0.0 0.0 0.0 23.7 22.5 1400 1400
0.0 0.0 0.0 29.3 28.2 1500 1500

149) 2cats + 2caes = 3an (Gasparik, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
5.29 5.29 0.0 25.2 22.8 1400 1400
5.12 5.12 0.0 26.8 24.2 1400 1400
4.72 4.72 0.0 28.0 25.4 1420 1420
4.68 4.68 0.0 28.9 26.1 1420 1420
4.03 4.03 0.0 29.9 27.1 1420 1420
4.19 4.19 0.0 31.0 28.0 1420 1420
3.60 3.60 0.0 31.5 28.5 1430 1430
3.46 3.46 0.0 32.0 29.0 1420 1420
3.51 3.51 0.0 32.0 29.0 1430 1430
3.58 3.58 0.0 32.7 29.5 1420 1420
3.36 3.36 0.0 33.0 29.8 1420 1420
3.32 3.32 0.0 33.1 29.9 1420 1420
3.19 3.19 0.0 33.6 30.4 1420 1420
3.12 3.12 0.0 34.1 30.9 1410 1410

150) gr + 3ky = 3an + cor (Gasparik, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 28.2 27.4 1300 1300
0.0 0.0 0.0 30.7 29.8 1400 1400

151) gr + 3cats = 2an + 2geh (Hays, 1967)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 14.9 13.9 1300 1300

152) 3cats = an + geh + cor (Hays, 1967)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 13.9 10.9 1200 1200
0.0 0.0 0.0 13.0 11.8 1250 1250
0.0 0.0 0.0 14.0 12.0 1350 1350
0.0 0.0 0.0 14.6 13.0 1400 1400

153) gr + 3ky = 3an + cor (Gasparik, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 28.3 27.3 1300 1300
0.0 0.0 0.0 30.8 29.7 1400 1400

154) 3an + cc = me (Baker & Newton, 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.5 1.5 847 860
0.0 0.0 0.0 3.6 3.6 848 848
0.0 0.0 0.0 3.2 3.2 865 865
0.0 0.0 0.0 6.7 6.7 853 853
0.0 0.0 0.0 7.2 7.2 873 873
0.0 0.0 0.0 15.0 15.0 865 880

155) gr + cc + 2ky + q = me (Baker & Newton, 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 19.7 19.7 900  900
0.0 0.0 0.0 23.0 22.1 1000 1000
0.0 0.0 0.0 26.5 26.0 1100 1100
0.0 0.0 0.0 29.4 29.4 1200 1200
0.0 0.0 0.0 27.5 27.5 1190 1190
0.0 0.0 0.0 26.6 26.6 1145 1145

156) 4zo + q = 5an + gr + 2H2O (Boettcher, 1970; Newton, 1966; Chatterjee et al., 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.0 4.0 570 610
0.0 0.0 0.0 5.3 5.3 630 660
0.0 0.0 0.0 2.0 2.0 485 535
0.0 0.0 0.0 4.7 4.7 600 600
0.0 0.0 0.0 6.0 6.0 5.5 650
0.0 0.0 0.0 7.5 7.5 6.8 720
0.0 0.0 0.0 2.0 2.0 480 510
0.0 0.0 0.0 5.1 5.1 610 640
0.0 0.0 0.0 6.0 6.0 660 670
0.0 0.0 0.0 8.0 8.0 740 760

157) 4zo + q = 5an + gr + 2H2O (Newton, 1966)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.6 4.6 600 640
0.0 0.0 0.0 6.0 6.0 650 700
0.0 0.0 0.0 8.0 8.0 740 770

158) 6zo = 6an + 2gr + cor + 3H2O (Boettcher 1970; Newton 1965; Chatterjee et al., 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.0 3.0 620 665
0.0 0.0 0.0 2.0 2.0 570 585
0.0 0.0 0.0 4.1 4.1 670 700
0.0 0.0 0.0 4.6 4.6 700 730
0.0 0.0 0.0 5.6 5.6 765 795
0.0 0.0 0.0 6.1 6.1 785 815
0.0 0.0 0.0 6.8 6.8 815 845
0.0 0.0 0.0 2.0 2.0 560 590
0.0 0.0 0.0 4.0 4.0 680 690
0.0 0.0 0.0 8.0 8.0 870 890

159) 2zo + ky + q = 4an + H2O (Goldsmith, 1981; Jenkins et al., 1983; Johannes, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.0 4.0 3.0 400
0.0 0.0 0.0 5.0 5.0 4.2 450
0.0 0.0 0.0 6.0 6.0 510 530
0.0 0.0 0.0 5.0 5.0 450 490
0.0 0.0 0.0 7.8 7.8 7.0 580
0.0 0.0 0.0 7.0 7.0 550 580
0.0 0.0 0.0 8.0 8.0 570 625
0.0 0.0 0.0 9.0 9.0 650 675
0.0 0.0 0.0 10.0 10.0 705 725
0.0 0.0 0.0 10.3 10.3 695 725

160) 2zo + sill + q = 4an + H2O (Newton, 1966; Newton & Kennedy, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 7.5 7.0 550 550
0.0 0.0 0.0 9.2 8.6 650 650
0.0 0.0 0.0 9.3 7.7 620 620
0.0 0.0 0.0 10.0 10.0 670 730

161) ma = an + cor + H2O (Chatterjee, 1974)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 470 500
0.0 0.0 0.0 2.0 2.0 500 520
0.0 0.0 0.0 4.0 4.0 560 570
0.0 0.0 0.0 6.0 6.0 600 610
0.0 0.0 0.0 7.0 7.0 620 640

162) 4ma + 3q = 2zo + 5ky + 3H2O (Jenkins, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 9.0 10.0 500 500
0.0 0.0 0.0 8.4 10.0 550 550
0.0 0.0 0.0 8.4 9.0 600 600
0.0 0.0 0.0 7.7 8.3 650 650

163) 4ma = 2zo + 2ky + 3cor + 3H2O (Chatterjee et al., 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 12.0 12.0 540 540
0.0 0.0 0.0 13.0 13.0 550 550
0.0 0.0 0.0 10.0 10.0 600 640

164) law = an + 2H2O (Crawford & Fyfe, 1965)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 6.9 6.9 400 450
0.0 0.0 0.0 6.0 4.5 400 400
0.0 0.0 0.0 5.5 5.5 375 375

165) 4law + 2q = 2zo + prl + 6H2O (Nitsch, 1972)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 7.0 7.0 370 430

166) 5law = 2zo + ma + 2q + 8H2O (Nitsch, 1974)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.0 4.0 325 355
0.0 0.0 0.0 7.0 7.0 370 400
0.0 0.0 0.0 10.0 10.0 415 445

167) 2law + dsp = zo + ky + 4H2O (Schmidt & Poli, 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 16.0 16.0 510 540
0.0 0.0 0.0 22.0 22.0 550 580
0.0 0.0 0.0 28.5 28.5 630 660
0.0 0.0 0.0 33.0 33.0 710 725
0.0 0.0 0.0 36.0 36.0 740 740

168) 4law = 2zo + ky + q + 7H2O (Schmidt & Poli, 1994; Chatterjee et al., 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 16.0 16.0 510 550
0.0 0.0 0.0 22.0 22.0 580 580
0.0 0.0 0.0 21.5 21.5 598 598
0.0 0.0 0.0 19.0 19.0 545 577
0.0 0.0 0.0 14.0 14.0 480 550

169) 4law = 2zo + ky + q + 7H2O (Newton & Kennedy, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 13.5 13.5 500 500
0.0 0.0 0.0 17.5 17.5 540 550
0.0 0.0 0.0 21.5 21.5 590 590
0.0 0.0 0.0 25.0 25.0 640 650
0.0 0.0 0.0 29.5 29.5 660 720
0.0 0.0 0.0 33.5 33.5 730 760

170) 4law = 2zo + ky + q + 7H2O (Skrok et al., 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 19.0 19.0 565 595
0.0 0.0 0.0 24.0 24.0 615 645
0.0 0.0 0.0 28.5 28.5 670 705
0.0 0.0 0.0 33.0 33.0 720 750
0.0 0.0 0.0 38.0 38.0 770 805
0.0 0.0 0.0 43.0 43.0 820 855
0.0 0.0 0.0 47.5 47.5 855 890

171) 5pre = 2zo + 2gr + 3q + 4H2O (Connolly & Kerrick, 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 410 430
0.0 0.0 0.0 2.0 2.0 407 427
0.0 0.0 0.0 4.0 4.0 380 400

172) wrk = an + 2q + 2H2O (Liou, 1970)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 340 355
0.0 0.0 0.0 2.0 2.0 365 380
0.0 0.0 0.0 3.0 3.0 365 390
0.0 0.0 0.0 4.3 4.3 375 405
0.0 0.0 0.0 5.0 5.0 380 400

173) lmt = an + 2q + 4H2O (Thompson, 1970)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 300 320
0.0 0.0 0.0 2.0 2.0 307 327
0.0 0.0 0.0 4.0 4.0 328 348
0.0 0.0 0.0 6.0 6.0 337 357

174) lmt = wrk + 2H2O (Liou, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 220 240
0.0 0.0 0.0 1.0 1.0 240 270
0.0 0.0 0.0 2.0 2.0 264 294
0.0 0.0 0.0 3.0 3.0 284 311
0.0 0.0 0.0 5.0 5.0 306 338

175) law + 2q + 2H2O = lmt (Liou, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.2 2.6 200 200
0.0 0.0 0.0 3.5 3.0 250 250
0.0 0.0 0.0 3.7 3.0 300 300

176) law + 2q = wrk (Liou, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 3.2 3.2 312 312
0.0 0.0 0.0 3.5 3.5 305 333
0.0 0.0 0.0 4.0 4.0 345 375
0.0 0.0 0.0 4.3 4.3 371 371

177) lmt + 3q + 2H2O = heu (Cho et al., 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 140 170
0.0 0.0 0.0 1.5 1.5 160 190
0.0 0.0 0.0 2.0 2.0 160 190

178) stlb = lmt + 3q + 3H2O (Liou, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 178 178
0.0 0.0 0.0 3.0 3.0 170 198
0.0 0.0 0.0 4.0 4.0 175 205
0.0 0.0 0.0 5.0 5.0 173 195

179) 3cc + an + cor = 2geh + 3CO2 (Shmulovich, 1974)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.5 0.5 790 830
0.0 0.0 1 0.7 0.7 835 855

180) 2cc + an = wo + geh + 2CO2 (Shmulovich, 1974)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.5 0.5 840 860
0.0 0.0 1 0.7 0.7 870 890

181) cc + q + and = an + CO2 (Chernosky & Berman, 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.30 -0.30 0.74 1.0 1.0 338 366
-0.39 -0.39 0.68 2.0 2.0 392 412
-0.63 -0.63 0.53 2.0 2.0 399 399
-0.20 -0.20 0.82 2.0 2.0 409 409
-1.77 -1.77 0.17 2.0 2.0 364 364
-1.56 -1.56 0.21 2.0 2.0 379 379

182) per + cor = sp (Chamberlin et al., 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
2.86 2.71 0.0 0.0 0.0 1200 1200
3.07 2.66 0.0 0.0 0.0 1200 1200
3.18 2.71 0.0 0.0 0.0 1250 1250
3.02 2.62 0.0 0.0 0.0 1300 1300

183) 3en + 2cor = 2py (Gasparik & Newton, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.43 0.43 0.0 15.6 15.6 850 850
0.43 0.43 0.0 16.0 16.0 850 850

184) en + mgts = py (Gasparik & Newton, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.75 1.75 0.0 15.6 15.6 850 850
1.76 1.76 0.0 16.0 16.0 850 850

185) 3en + 2cor = 2py (Fockenberg, 2008)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.33 0.33 0.0 15.2 15.2 800 800
0.36 0.36 0.0 17.0 17.0 800 800
0.47 0.47 0.0 14.3 14.3 900 900
0.50 0.50 0.0 16.0 16.0 900 900

186) en + mgts = py (Fockenberg, 2008)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.95 1.95 0.0 15.2 15.2 800 800
1.89 1.89 0.0 17.0 17.0 800 800
1.69 1.69 0.0 14.3 14.3 900 900
1.66 1.66 0.0 16.0 16.0 900 900

187) 2py + 2q = 3en + 2sill (Perkins, 1983; Hensen & Essene, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.64 -0.64 0.0 16.6 16.6 1000 1000
-0.64 -0.64 0.0 14.2 14.2 1000 1000
-0.90 -0.90 0.0 19.1 19.1 1150 1150
-0.90 -0.90 0.0 16.0 16.0 1150 1150
-1.18 -1.18 0.0 20.2 20.2 1300 1300
-1.17 -1.17 0.0 17.4 17.4 1300 1300
-0.64 -0.64 0.0 15.3 15.3 1000 1000
-0.64 -0.64 0.0 14.4 14.4 1000 1000
-0.79 -0.79 0.0 16.2 16.2 1100 1100
-0.78 -0.78 0.0 14.4 14.4 1100 1100
-0.98 -0.98 0.0 17.1 17.1 1200 1200
-0.97 -0.97 0.0 16.2 16.2 1200 1200
-1.36 -1.36 0.0 19.8 19.8 1400 1400
-1.35 -1.35 0.0 18.9 18.9 1400 1400

188) en + mgts = py (Perkins, 1983; Hensen & Essene, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.54 1.54 0.0 14.2 14.2 1000 1000
1.52 1.52 0.0 16.6 16.6 1000 1000
1.41 1.41 0.0 16.0 16.0 1150 1150
1.39 1.39 0.0 19.1 19.1 1150 1150
1.34 1.34 0.0 17.4 17.4 1300 1300
1.32 1.32 0.0 20.2 20.2 1300 1300
1.53 1.53 0.0 14.4 14.4 1000 1000
1.52 1.52 0.0 15.3 15.3 1000 1000
1.45 1.45 0.0 14.4 14.4 1100 1100
1.43 1.43 0.0 16.2 16.2 1100 1100
1.37 1.37 0.0 16.2 16.2 1200 1200
1.36 1.36 0.0 17.1 17.1 1200 1200
1.31 1.31 0.0 18.9 18.9 1400 1400
1.30 1.30 0.0 19.8 19.8 1400 1400

189) 2py + 2q = 3en + 2ky (Hensen, 1972)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.56 -0.56 0.0 17.1 17.1 1000 1000
-0.54 -0.54 0.0 16.2 16.2 1000 1000
-0.72 -0.72 0.0 16.7 16.7 1050 1050
-0.71 -0.71 0.0 15.8 15.8 1050 1050
-0.88 -0.88 0.0 15.8 15.8 1100 1100
-0.85 -0.85 0.0 14.9 14.9 1100 1100

190) en + mgts = py (Hensen, 1972)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.65 1.65 0.0 16.2 16.2 1000 1000
1.68 1.68 0.0 17.1 17.1 1000 1000
1.48 1.48 0.0 15.8 15.8 1050 1050
1.48 1.48 0.0 16.7 16.7 1050 1050
1.37 1.37 0.0 14.9 14.9 1100 1100
1.38 1.38 0.0 15.8 15.8 1100 1100

191) fo + py = sp + 2en (Dankwerth & Newton, 1978; Gasparik & Newton, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.24 -0.24 0.0 19.7 19.7 900  900
-0.24 -0.24 0.0 17.3 17.3 900  900
-0.27 -0.27 0.0 19.1 19.1 950  950
-0.26 -0.26 0.0 17.6 17.6 950  950
-0.29 -0.29 0.0 19.6 19.6 1000 1000
-0.29 -0.29 0.0 18.1 18.1 1000 1000
-0.32 -0.32 0.0 20.1 20.1 1050 1050
-0.31 -0.31 0.0 18.5 18.5 1050 1050
-0.34 -0.34 0.0 20.6 20.6 1100 1100
-0.34 -0.34 0.0 19.0 19.0 1100 1100
-0.39 -0.39 0.0 23.0 23.0 1200 1200
-0.39 -0.39 0.0 20.2 20.2 1200 1200
-0.54 -0.54 0.0 31.0 31.0 1600 1600
-0.53 -0.53 0.0 28.0 28.0 1600 1600

192) en + mgts = py (Dankwerth & Newton, 1978; Gasparik & Newton, 1984)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
2.00 2.00 0.0 17.3 17.3 900  900
1.97 1.97 0.0 19.7 19.7 900  900
1.94 1.94 0.0 17.6 17.6 950  950
